BatterHeight,PitchDescription,sz_top,sz_bot,px,pz,pz_norm
numeric,numeric,numeric,numeric,numeric,numeric,numeric
6.083333333,0,4.08,1.58,-1.871,3.24,0.328
6.083333333,0,4.08,1.58,-0.08,4.965,1.708
6.083333333,0,4.08,1.58,2.061,2.207,-0.4984
6,0,3.375,1.5,0.561,1.53,-0.968
6,1,3.22,1.54,0.348,2.195,-0.220238095
6.083333333,0,4.08,1.58,-1.477,2.448,-0.3056
6.083333333,0,4.08,1.58,-0.183,4.71,1.504
6,0,3.17,1.46,1.084,1.769,-0.638596491
6,0,3.17,1.46,-1.56,2.84,0.614035088
6,0,3.38,1.5,0.771,1.799,-0.681914894
6,0,3.38,1.5,0.867,0.59,-1.968085106
5.916666667,0,3.24,1.53,1.271,1.865,-0.608187135
5.916666667,1,3.24,1.53,0.377,1.913,-0.552046784
5.916666667,0,3.24,1.53,1.571,1.783,-0.704093567
5.916666667,1,3.24,1.53,0.935,2.076,-0.361403509
5.916666667,1,3.24,1.53,-0.775,2.811,0.498245614
6.166666667,1,3.67,1.94,0.36,2.9,0.10982659
6.166666667,0,3.67,1.94,0.931,2.852,0.05433526
6.083333333,0,3.39,1.52,0.838,1.691,-0.817112299
6.083333333,0,3.39,1.52,1.125,1.361,-1.170053476
6.416666667,0,3.862,1.726,-0.179,1.081,-1.603932584
6.416666667,1,3.862,1.726,0.74,2.045,-0.701310861
6.416666667,0,3.862,1.726,0.881,1.553,-1.161985019
5.833333333,1,3.13,1.47,-0.556,1.5,-0.963855422
5.833333333,0,3.13,1.47,-0.374,0.087,-2.66626506
6.25,0,3.691,1.812,1.286,2.039,-0.758382118
6.25,0,3.691,1.812,0.64,0.168,-2.749866951
6.25,1,3.691,1.812,0.14,2.235,-0.549760511
6.25,0,3.36,1.56,0.657,0.209,-2.501111111
6.25,0,3.36,1.56,-1.316,1.897,-0.625555556
6.25,0,3.36,1.56,-1.329,2.578,0.131111111
6.25,1,3.847,1.808,0.005,3.069,0.236880824
6.25,0,3.847,1.808,1.367,2.671,-0.153506621
6.25,0,3.38,1.63,1.079,2.125,-0.434285714
6.25,1,3.38,1.63,0.15,2.164,-0.389714286
6.25,1,3.38,1.63,0.368,1.966,-0.616
5.916666667,0,3.24,1.53,0.468,1.16,-1.432748538
5.916666667,1,3.24,1.53,0.236,1.71,-0.789473684
5.916666667,0,3.24,1.53,0.961,1.115,-1.485380117
6.166666667,0,3.67,1.94,-0.697,3.779,1.126011561
6.166666667,0,3.67,1.94,-0.85,3.66,0.988439306
6.083333333,0,3.39,1.52,-0.773,3.113,0.703743316
6.083333333,1,3.39,1.52,-0.711,2.216,-0.255614973
6.416666667,1,3.862,1.726,0.883,2.375,-0.392322097
6.416666667,1,3.862,1.726,-0.774,2.489,-0.285580524
6.416666667,1,3.862,1.726,0.203,2.756,-0.035580524
